CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,DESPIERTA,PATRIA-UNIDOS,TUFE,MNR,NGP,CPEM-B,A-UPP
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8000982,9,12,18,63,25,,2,6,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8000992,10,25,21,72,20,,6,1,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001002,11,14,13,50,22,,5,4,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001012,12,11,24,82,28,,1,1,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001022,13,12,23,57,24,,6,3,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001032,14,13,21,70,15,,4,2,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001042,15,12,15,90,23,,3,6,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001052,16,23,16,57,25,,6,3,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001062,17,15,20,73,24,,0,2,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001072,18,15,27,72,22,,4,5,
1,Cercado,1,Trinidad,2526,Trinidad,5,U.E. J. Chavez Suarez,8001082,19,9,14,57,13,,0,3,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001612,1,12,29,67,23,,1,0,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001622,2,11,16,88,17,,0,0,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001632,3,8,23,82,19,,4,4,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001642,4,9,20,53,31,,4,3,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001652,5,7,19,84,23,,3,3,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001662,6,13,16,63,23,,1,4,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001672,7,6,15,56,18,,5,1,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001682,8,17,11,67,24,,4,5,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001692,9,14,21,71,32,,1,3,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001702,10,15,21,61,23,,3,5,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001712,11,6,24,61,35,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001722,12,11,22,69,20,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001732,1,12,28,82,27,,5,0,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001742,2,10,22,76,18,,0,4,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001752,3,18,20,73,34,,2,2,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001762,4,4,14,83,30,,1,1,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001772,5,12,22,90,21,,1,2,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001782,6,13,22,93,24,,0,3,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001792,7,16,20,78,23,,1,2,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001802,8,8,12,79,33,,4,0,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001812,9,10,20,84,27,,2,4,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001822,10,13,15,62,16,,3,1,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000572,1,11,20,91,19,,3,7,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000582,2,14,15,82,20,,1,3,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000592,3,13,19,84,23,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000602,4,11,18,80,27,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000612,5,19,11,77,20,,7,5,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000622,6,13,23,85,23,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000632,7,11,18,93,21,,4,8,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000642,8,12,23,89,21,,3,3,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000652,9,9,17,89,21,,2,2,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000662,10,9,16,93,15,,4,4,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002162,1,8,32,98,17,,1,1,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002172,2,13,15,96,18,,4,5,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002182,3,16,24,87,16,,4,2,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002192,4,12,21,87,17,,3,5,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002202,5,9,33,93,20,,2,0,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002212,6,11,20,81,18,,2,6,
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002462,1,9,30,36,10,,2,1,
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002472,2,12,30,81,17,,1,1,
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002482,3,10,18,77,18,,0,2,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001882,1,10,19,99,17,,6,1,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001892,2,8,18,105,25,,3,4,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001902,3,13,16,87,14,,3,8,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001912,4,15,18,96,22,,2,1,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001922,5,11,22,82,27,,5,4,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001932,6,12,24,87,22,,2,6,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001942,7,7,28,94,22,,5,1,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001952,8,16,28,67,23,,3,4,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001962,9,12,23,67,27,,2,2,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001972,10,13,13,68,29,,0,1,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001982,11,12,21,78,27,,0,0,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001992,12,17,21,75,23,,1,3,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8002002,13,4,28,81,19,,0,0,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003292,1,15,28,86,15,,3,3,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003302,2,20,22,72,26,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003312,3,15,19,92,10,,2,4,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003322,4,14,16,84,13,,5,1,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003332,5,23,12,80,26,,5,8,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003342,6,17,13,92,22,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003352,7,12,18,102,22,,1,2,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003362,8,20,21,86,15,,1,3,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003372,9,12,15,97,17,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003382,10,0,19,99,12,,3,6,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003392,11,20,20,73,22,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003402,12,11,19,86,15,,6,3,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003412,13,2,2,16,1,,0,0,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002522,1,17,22,98,19,,2,1,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002532,2,16,20,82,20,,6,2,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002542,3,10,25,81,31,,1,4,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002552,4,9,23,89,28,,0,2,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002562,5,15,19,83,26,,1,2,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002572,6,10,14,44,13,,0,0,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000672,1,14,13,65,30,,1,5,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000682,2,14,24,57,26,,3,8,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000692,3,17,20,66,25,,1,0,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000702,4,14,17,56,20,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000712,5,21,17,63,19,,1,1,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000722,6,16,23,62,25,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000732,7,13,15,59,25,,2,4,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000742,8,15,19,51,20,,9,3,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000752,9,13,12,74,21,,2,0,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000762,10,14,18,57,13,,2,5,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000772,11,9,9,71,17,,2,8,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000782,12,20,22,64,27,,2,5,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000792,13,17,13,75,33,,5,4,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000802,14,12,22,67,18,,4,3,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000812,15,15,14,62,21,,0,5,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000822,16,14,24,51,19,,2,2,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000832,17,10,11,28,15,,4,3,
1,Cercado,1,Trinidad,2526,Trinidad,16,(Cárcel) Cárcel Mocobi,8003692,1,7,3,45,7,,5,4,
1,Cercado,1,Trinidad,2526,Trinidad,16,(Cárcel) Cárcel Mocobi,8003702,2,3,0,22,6,,3,4,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002222,1,8,10,106,22,,1,4,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002232,2,14,19,99,18,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002242,3,9,21,98,17,,2,1,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002252,4,14,32,75,22,,0,2,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002262,5,17,18,88,21,,3,1,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002272,6,11,18,85,21,,1,5,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002282,7,9,30,98,14,,3,1,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002292,8,7,18,73,21,,0,3,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003062,1,15,22,101,21,,1,3,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003072,2,13,21,80,24,,0,1,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003082,3,10,24,75,25,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003092,4,10,19,79,18,,3,4,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003102,5,9,16,84,22,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003112,6,5,34,89,20,,4,4,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003122,7,5,22,96,19,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003132,8,20,17,79,21,,1,3,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003142,9,6,20,75,32,,3,6,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003152,10,11,14,75,30,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003162,11,13,25,104,11,,3,3,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003172,12,10,17,84,27,,2,4,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003182,13,7,27,100,21,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003192,14,10,22,99,21,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003202,15,5,9,32,8,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001102,1,5,13,82,30,,5,5,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001112,2,13,21,81,22,,5,1,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001122,3,17,17,65,19,,7,4,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001132,4,8,12,81,28,,5,3,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001142,5,11,18,71,27,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001152,6,20,18,61,31,,9,1,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001162,7,16,13,62,26,,5,7,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001172,8,9,17,71,30,,4,1,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001182,9,10,25,62,30,,4,6,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001192,10,8,22,80,27,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001202,11,13,14,80,25,,3,1,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001212,12,10,18,54,13,,2,4,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002302,1,15,14,96,14,,2,2,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002312,2,16,17,86,18,,1,1,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002322,3,15,18,82,18,,2,6,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002332,4,8,29,79,11,,3,3,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002342,5,13,15,93,20,,3,3,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002352,6,11,15,90,16,,2,5,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002362,7,11,10,94,26,,4,3,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002372,8,13,16,85,13,,3,1,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002382,9,12,15,104,16,,1,2,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002392,10,6,12,83,20,,3,1,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002662,1,12,25,68,24,,4,2,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002672,2,5,24,70,16,,5,2,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002682,3,15,17,56,23,,4,2,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002692,4,8,18,57,21,,4,3,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002702,5,10,16,66,16,,3,3,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002712,6,12,15,64,19,,6,3,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002722,7,9,15,63,19,,2,1,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002732,8,11,16,63,33,,5,3,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002742,9,5,17,61,25,,4,2,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002752,10,13,14,58,20,,3,4,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002762,11,12,19,80,20,,2,1,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002772,12,11,32,61,20,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002782,13,11,24,63,16,,4,4,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002792,14,10,19,58,16,,4,4,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002802,15,13,14,63,15,,4,5,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002812,16,16,22,68,13,,3,3,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002822,17,4,1,26,6,,0,3,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003422,1,7,19,79,24,,0,3,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003432,2,6,20,78,13,,4,3,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003442,3,11,17,68,25,,4,9,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003452,4,11,16,109,21,,0,2,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003462,5,11,22,76,25,,2,5,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003472,6,10,14,82,19,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003482,7,12,21,72,18,,5,5,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003492,8,6,12,78,23,,5,5,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003502,9,5,17,71,23,,8,2,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003512,10,9,21,67,23,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003522,11,12,11,72,22,,2,5,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003532,12,11,25,79,17,,3,5,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003542,13,7,17,85,13,,1,6,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003552,14,12,16,91,19,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003562,15,7,12,53,15,,0,3,
1,Cercado,1,Trinidad,2526,Trinidad,29,(Cárcel) Cárcel De Mujeres,8000842,1,4,2,16,5,,1,1,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002582,1,15,20,114,13,,2,4,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002592,2,9,23,104,23,,3,5,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002602,3,20,17,99,21,,2,3,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002612,4,11,6,52,9,,1,2,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001312,1,9,30,52,18,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001322,2,8,19,60,19,,1,1,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001332,3,5,20,66,25,,2,1,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001342,4,4,31,58,29,,1,2,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001352,5,8,16,65,15,,2,5,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001362,6,5,25,72,25,,0,1,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001372,7,5,33,67,9,,2,4,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001382,8,10,23,75,15,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,31,U.E. Mangalito,8001392,9,2,3,9,4,,2,0,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003712,1,6,15,92,13,,0,4,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003722,2,8,13,87,22,,3,4,
1,Cercado,1,Trinidad,2526,Trinidad,32,U.E.  Gral. Hugo Banzer Suarez,8003732,3,1,8,19,5,,0,0,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000392,1,10,21,62,17,,4,1,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000402,2,3,13,83,16,,3,2,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000412,3,9,21,75,14,,0,4,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000422,4,17,23,69,20,,4,3,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000432,5,17,19,77,22,,3,3,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000442,6,9,10,85,17,,4,2,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000452,7,7,16,79,22,,5,5,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000462,8,16,25,72,30,,1,2,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000472,9,7,16,71,28,,3,4,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000482,10,9,18,81,17,,4,0,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000492,11,5,16,73,18,,3,1,
1,Cercado,1,Trinidad,2526,Trinidad,40,U.E.  13 de Abril,8000502,12,12,17,74,17,,4,0,
