CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,MTS,PATRIA-UNIDOS,A.S.,MNR,NGP,APP,LIBRE,DEMOCRATAS,A-UPP,APB-SUMATE,UN,CAOP,PDC
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001331,4,6,41,86,4,8,34,3,1,4,1,0,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001341,5,4,54,103,2,5,20,2,1,3,0,0,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001351,6,3,57,75,0,1,29,2,2,1,0,1,0,3
1,Tomás Frías,1,Potosí,1494,Potosí,16,Kinder Concepcion,5001361,7,3,30,75,1,2,20,0,1,5,0,0,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001451,1,4,55,91,2,2,34,1,1,3,2,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001461,2,0,46,105,1,5,23,4,0,0,0,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001471,3,4,43,90,3,1,35,5,2,4,3,0,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001481,4,3,54,93,0,0,18,3,0,0,2,0,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001491,5,0,52,102,2,0,22,2,0,4,4,2,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001501,6,3,50,112,1,1,11,1,2,3,2,2,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001511,7,0,50,96,2,1,31,1,0,8,2,3,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001521,8,0,67,76,2,1,31,2,1,3,0,2,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001531,9,2,47,103,2,12,25,3,0,1,2,0,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001541,10,2,50,107,2,2,17,3,1,3,1,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001561,12,3,54,76,3,2,15,1,0,5,1,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001571,13,7,59,70,1,2,16,2,0,6,3,1,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,17,Coleg. Luis Espinal,5001581,14,4,49,91,3,1,15,8,0,3,4,2,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002311,1,2,45,61,3,1,28,5,0,4,2,3,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002321,2,2,30,91,1,2,27,3,1,4,0,0,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002331,3,1,47,87,2,2,36,2,0,3,4,1,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002341,4,0,34,95,0,2,28,1,1,1,3,3,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002351,5,0,39,106,1,4,39,4,1,3,2,0,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002361,6,0,39,90,3,0,48,2,0,2,1,3,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002371,7,0,25,112,1,1,52,2,0,2,0,0,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,18,Esc. Jose A.Zampa,5002381,8,0,8,35,1,0,6,1,0,0,1,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002391,1,2,44,84,5,2,31,4,0,1,3,4,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002401,2,3,39,81,3,3,54,4,0,0,3,0,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002411,3,2,45,97,2,1,34,5,0,2,1,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002421,4,1,36,86,7,1,44,5,0,3,6,0,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002431,5,1,52,97,6,1,36,4,3,2,4,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,19,Coleg. Cristo Maestro,5002441,6,3,33,40,1,0,33,4,0,0,1,1,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001371,1,1,30,85,4,1,27,2,4,1,2,0,5,3
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001381,2,4,49,78,1,1,15,5,1,5,2,1,1,6
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001391,3,1,33,97,2,4,23,1,0,4,1,2,7,1
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001401,4,1,43,77,4,6,27,2,0,4,4,1,3,6
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001411,5,2,41,97,1,1,24,0,0,3,1,1,1,4
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001421,6,3,48,70,4,2,40,2,0,1,3,1,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001431,7,0,39,75,3,2,30,3,2,5,2,0,3,2
1,Tomás Frías,1,Potosí,1494,Potosí,20,Esc. Jaime Mendoza,5001441,8,1,34,91,7,3,25,1,0,4,4,1,4,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002491,1,0,40,95,1,4,39,3,0,2,1,0,4,0
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002501,2,2,38,106,2,2,39,2,2,1,1,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002511,3,1,43,87,2,3,31,3,0,3,2,2,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002521,4,2,51,87,1,1,43,1,0,1,4,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002531,5,3,44,94,1,0,40,3,1,1,2,1,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002541,6,3,37,100,4,0,36,1,3,3,3,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002551,7,0,39,101,2,1,42,3,0,2,2,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002561,8,2,45,105,0,3,27,1,1,3,2,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002571,9,1,30,94,2,2,34,4,2,6,0,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002581,10,0,34,101,5,3,43,2,2,2,0,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002591,11,2,41,95,2,0,37,1,1,7,5,0,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002601,12,5,41,87,2,2,30,3,0,4,2,0,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002611,13,0,42,95,4,0,33,0,0,6,1,0,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002621,14,1,38,95,3,1,37,3,0,2,2,2,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002631,15,2,42,86,1,3,19,3,1,5,3,1,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002641,16,2,48,83,1,1,25,5,3,7,3,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002651,17,1,50,74,4,0,23,4,1,3,5,1,0,3
1,Tomás Frías,1,Potosí,1494,Potosí,21,Esc. Daniel Campos,5002661,18,0,13,18,1,0,4,3,1,2,2,2,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001911,1,2,42,99,2,4,34,1,2,2,0,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001921,2,4,29,106,1,1,43,0,0,2,3,2,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001931,3,0,32,112,7,0,26,1,0,4,3,1,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001941,4,2,34,109,2,2,32,3,1,2,3,4,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001951,5,0,42,104,2,4,28,3,1,5,2,2,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001961,6,2,52,100,2,1,22,2,1,9,2,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001971,7,3,37,120,3,4,32,1,1,5,4,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001981,8,1,44,94,3,2,30,2,1,3,3,1,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5001991,9,2,21,96,2,0,34,0,3,2,2,2,2,6
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002001,10,1,37,109,1,1,36,3,0,5,1,0,4,0
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002011,11,1,37,99,3,1,37,2,1,5,2,0,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002021,12,2,44,124,2,2,26,2,1,2,0,2,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002031,13,3,43,97,3,2,38,3,1,2,2,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002041,14,1,36,84,5,0,34,7,0,2,5,0,0,3
1,Tomás Frías,1,Potosí,1494,Potosí,24,U. E. Vicente Bernedo  A,5002051,15,1,21,55,5,1,13,3,0,5,1,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001591,1,2,47,100,2,0,33,1,2,1,3,0,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001601,2,6,52,93,3,1,17,3,4,4,3,1,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001611,3,5,55,110,1,3,16,0,0,3,1,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001621,4,1,56,92,1,3,23,1,5,3,1,0,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001631,5,7,39,107,0,5,14,6,2,1,5,1,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001641,6,0,43,104,1,5,21,2,1,3,1,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001651,7,1,42,93,0,2,31,2,0,3,4,0,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001661,8,2,26,109,0,2,25,3,2,3,4,2,5,0
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001671,9,8,36,84,2,1,19,1,1,1,4,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,25,Esc. L. Subieta Sagarnaga,5001681,10,3,54,91,1,2,23,2,0,3,1,0,7,0
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002801,1,2,50,64,6,0,67,5,0,1,3,1,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002811,2,2,52,73,9,0,44,3,0,2,6,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002821,3,1,54,70,9,0,50,8,0,2,5,2,2,4
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002831,4,2,64,68,8,1,47,4,1,2,2,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,27,Coleg. Don Bosco,5002841,5,1,30,34,7,2,28,1,1,1,2,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,28,Esc. Gregorio Barriga,5002851,1,2,64,55,5,1,66,2,0,2,2,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,28,Esc. Gregorio Barriga,5002861,2,0,9,6,1,0,5,2,0,0,0,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005281,1,1,58,77,8,2,43,4,0,3,0,0,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005291,2,1,41,109,4,1,30,2,1,2,3,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005301,3,3,52,92,5,5,29,4,0,2,0,0,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005311,4,3,60,84,4,4,36,3,0,3,6,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005321,5,4,64,84,1,2,35,1,0,1,1,1,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005331,6,1,62,99,3,2,31,2,1,2,0,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005341,7,2,48,90,1,8,36,2,3,1,3,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005351,8,1,41,102,4,3,40,8,0,0,3,1,3,0
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005361,9,1,55,88,3,1,46,6,1,4,3,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005371,10,3,42,85,6,1,47,3,0,3,9,3,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005381,11,2,56,73,2,3,49,5,1,1,3,4,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005391,12,3,44,94,2,4,51,3,2,1,2,1,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005401,13,1,39,81,9,2,56,4,0,2,3,0,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005411,14,4,36,96,7,3,46,5,0,0,3,2,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005421,15,1,41,105,4,1,26,4,0,3,1,0,6,4
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005431,16,2,55,74,6,3,47,3,1,2,5,0,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005441,17,0,56,95,0,1,41,6,0,1,0,1,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005451,18,2,43,80,3,5,37,7,1,4,1,1,8,2
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005461,19,1,52,72,7,2,53,4,2,1,4,4,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005471,20,1,61,76,6,5,40,5,0,4,5,2,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,29,Fe y Alegría y San Clemente,5005481,21,2,47,74,1,5,47,7,1,1,1,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001101,1,1,57,73,1,1,36,6,2,0,3,2,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001111,2,1,47,80,5,1,42,5,0,3,3,4,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001121,3,6,52,62,6,1,65,2,0,2,2,0,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001131,4,7,46,66,7,1,56,5,0,2,5,2,1,2
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001141,5,1,60,74,4,1,57,2,1,2,4,0,2,0
1,Tomás Frías,1,Potosí,1494,Potosí,30,Unid. Educ. Oscar Alfaro,5001151,6,2,7,13,3,0,10,1,1,0,2,0,0,0
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003921,1,1,39,104,4,0,27,4,3,3,1,1,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003931,2,0,49,99,1,1,35,7,2,3,2,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003951,4,3,29,110,2,0,34,3,0,2,0,2,0,4
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003961,5,1,50,92,3,1,35,2,2,1,2,1,1,3
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003971,6,2,30,99,5,1,22,2,0,5,5,4,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,31,Esc. Gualberto Villarroel,5003981,7,4,50,80,7,2,18,6,0,5,3,0,0,2
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003151,1,0,57,84,9,0,42,5,0,1,0,0,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003161,2,4,57,95,2,1,36,3,0,1,0,2,5,0
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003171,3,2,60,72,12,3,43,4,1,1,3,1,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003181,4,0,64,80,10,0,46,4,0,1,0,0,3,1
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003191,5,4,45,76,5,2,46,8,0,1,8,2,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,32,Colegio Franciscano,5003201,6,1,10,12,1,0,5,1,0,0,1,0,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004041,1,2,44,93,1,1,41,0,0,1,5,4,4,1
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004051,2,3,63,83,4,0,36,4,3,2,1,1,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004061,3,2,43,95,3,2,31,2,1,4,5,3,0,1
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004071,4,2,42,111,2,1,24,1,2,3,0,0,2,1
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004081,5,2,45,98,2,2,31,2,1,3,5,1,1,1
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004091,6,1,48,118,3,4,23,2,0,1,0,2,1,0
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004101,7,2,49,98,2,6,35,3,0,2,0,0,2,2
1,Tomás Frías,1,Potosí,1494,Potosí,33,Coleg. Antofagasta,5004111,8,5,47,78,5,2,23,3,0,3,3,2,4,0
